name,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,malignant
1.3.6.1.4.1.14519.5.2.1.6279.6001.100398138793540579077826395208_385_270_194_raw.npy,-137.19999999999993,224012851.0,5.156843824204395,322.5,2.3792640061622183,77.0,188.80797569512833,-475.66500622665006,-506.0,-940.0,1017.0,137.45726800645306,528.1760374397245,0.3064875519329151,224012851.0,0.03100918256413915,52712.72837693023,518.1032643407625,220392.26893736873,503.84953662896345,306.69083848154435,37.27200685604203,0.7834626579740995,4.915033151249601,3.5919138711953593,12.10982195357235,0.26992817224474763,0.17377094441228175,0.9800259871486071,0.900298832798973,-0.27189338923895556,0.9678053140942768,0.18215697930698257,21.22533046388488,0.002393709696669996,8.94575296212511,0.823537008905906,0.006881557142463428,42.450660927769725,6.0341368334333225,85.9907113343966,6.838862593174317,222.1606475716065,0.2766633220069819,1.0840791614260965,24.900373599003736,84.8201901648395,464.560398505604,6.080946450809464,3093.2826899128268,0.15465397763275276,0.015058837887965517,0.3984786218347862,164.19734606337346,0.004631235048641916,23.912774288765267,0.03126751146676288,83.66057703597491,462.19522650905,1.1631579753201953,543.287121088211,0.01841568237256594,0.01462673628171756,5.37005497426939,699.3435993597961,0.9138672741211178,0.9524858702940894,0.059800406574994525,0.9655282979786465,444.05215315880196,0.0137967638985299,13.546835443037974,0.03429578593174171,72.89507450729052,423.76962025316453,7.075949367088608,3794.653164556962,0.12217418639361888,0.012666452480749258,144.38227848101266,0.3655247556481333,0.6236871880395809,244.14691222749303,0.007385369880436996,6.5553020973199825,0.4919053549190536,2.9432206377183143,0.10282390846598455,0.018547337594669932,1453.0051822540825,0.22112384415821426,10.988752877795505,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_156_328_304_raw.npy,-34.5,145373546.0,4.852666213902565,296.5,2.4846634733478004,45.0,162.99727794924553,-271.31944444444446,-238.0,-798.0,843.0,120.37969022525007,334.9193126525467,-0.5316965722696435,145373546.0,0.03797772824264593,38556.705054012345,566.2750151814631,113049.98777487193,-1745.5096748222725,202.46550629997677,21.2764495784226,0.8062650385562977,3.466407415980617,3.201483873997927,8.25843304796343,0.3617333976000992,0.2774631810365882,0.9826627453368465,0.9130498226596837,-0.2516922674990416,0.942198884826438,0.27734084716506835,22.82187939953517,0.004320260921583904,8.330371166269186,0.8328764591316056,0.01608397750361317,45.64375879907033,5.681785887886428,55.93548896959983,7.117932217553337,227.95833333333334,0.1758937757201646,6.030671296296296,49.21913580246913,62.015145723784485,531.6936728395061,18.183641975308642,14715.452932098766,0.07938356815193999,0.009606303152587732,0.2446874015010075,97.21739174854763,0.0025032906722154812,44.431564240616005,0.03792411920565793,60.60152548402686,512.7364759170961,1.389777306458315,791.3826525957667,0.012811658701265553,0.009939654890863443,5.248289684979385,989.9363017048402,0.8427231014983657,0.904380341880342,0.1598569704213601,0.9336230668657575,466.1209862493334,0.009582131366934707,15.919786096256685,0.04256627298464354,45.378935628699715,375.37433155080214,51.336898395721924,39841.14705882353,0.20245945426523834,0.010824739710541395,107.96791443850267,0.2886842632045526,0.5468494549932483,195.6477888912038,0.00473411099202018,6.529181054392949,0.28858024691358025,39.32900569075466,0.0943447520472731,0.01591980917804029,601.9334741986298,0.164213645386893,6.204837074353367,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_181_412_312_raw.npy,-171.10000000000002,180973371.0,4.777966861101165,298.25,2.016155157031274,-69.0,156.0594295224977,-441.1073232323232,-450.0,-787.0,718.0,119.89052235218715,478.01854677471044,0.17724143853849408,180973371.0,0.038248648097132944,33926.06045142077,292.9480287322121,71262.79637255684,147.94220634363234,185.87896611932908,22.42930896442434,0.7835944726335663,3.8326695362490164,3.2538951666016,6.960559734260541,0.3189054848993705,0.22440973899501968,0.9765402310736104,0.8924900970140855,-0.24682944554337943,0.9459988353572814,0.21983124177335878,15.87354148914294,0.0036299310745506056,8.347814512199545,0.799529575384754,0.010670182507253724,31.747082978285878,5.6509475300678,52.07706877093838,6.904445097397331,171.32323232323233,0.21631721252933375,2.118737883889399,30.292929292929294,54.39502984389349,275.5479797979798,10.69949494949495,3627.199494949495,0.2444431912490004,0.018589006655098016,0.2587630400200671,65.03834053084384,0.00448919844336252,28.33569789116014,0.03865440174898212,53.21832869119608,272.3325194102972,1.2731934261797022,356.6137576535969,0.02441799380204192,0.018352826142262208,5.101243346657291,639.1487613890363,0.8697158296994927,0.9257964257964258,0.10135937511540413,0.9459113656805956,254.96196371835015,0.0172222081560606,10.6171875,0.041473388671875,45.2333984375,243.8671875,21.3046875,7551.9921875,0.3643478964455914,0.0194510465288469,64.421875,0.25164794921875,0.5011370433888123,123.43766002582261,0.009084676878209533,6.538290909038577,0.32323232323232326,11.7333984375,0.19347136174489313,0.01923408659562674,570.1262139033403,0.22213299193611688,5.5315471216562795,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275_400_326_224_raw.npy,-79.0,1172325613.0,4.986610864994639,357.25,2.066147650718582,36.0,190.61328666031855,-436.15933388157896,-477.0,-833.0,869.0,146.50268453232889,490.93878521725304,0.42329220431434605,1172325613.0,0.03355758540187847,50785.926298569444,406.8162875636086,181911.39859843187,1608.5742845862562,301.00727714334573,16.502483146521833,0.8958475393809907,3.1600137635522225,3.0823281139752607,5.876520651992599,0.3653207661816171,0.27664978048391037,0.9877551943999474,0.923006073313287,-0.26576926139360224,0.957417681331586,0.27135369632370315,18.318422584173014,0.003191746449044147,8.66230713058154,0.9052661937564644,0.016832646746208844,36.63684516834603,5.950143094512113,79.37744007246687,7.485637677932462,865.8791118421053,0.17801790950701177,7.128722299168974,163.22409539473685,81.39095600159877,372.94798519736844,20.41282894736842,14374.310238486842,0.17816175375854693,0.011661103637052141,0.21029779878495117,66.12303615222525,0.0025945611231029965,148.77960924314687,0.03406782094554253,75.58378466114321,355.299168923314,1.4378057982433012,599.3471892099286,0.016366084655853298,0.011738766787596885,5.427067038497099,3694.1002074309695,0.8434995217421768,0.8982793522267206,0.19116171409269014,0.9333641369672231,322.57505932311784,0.010970630078533723,44.78439964943033,0.03925013115638065,49.495018361893294,303.14460999123577,107.31463628396143,70805.78527607361,0.9685444694442612,0.012449337141979652,283.1262050832603,0.24813865476184074,0.5075320863305032,154.30177367581805,0.007076157477466694,7.259078763874785,0.23458059210526316,89.14208748725883,0.6006226542861163,0.005266155698855117,565.878220079361,0.14831114962118244,2.4671880640381505,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.101228986346984399347858840086_120_385_334_raw.npy,-359.69999999999993,138708598.0,4.547992564585833,227.0,5.496821592602132,211.0,136.35847645429362,-578.478947368421,-613.5,-861.0,1072.0,95.33708448753461,604.1710240617217,1.2494151478954574,138708598.0,0.050387811634349036,30384.73376731302,197.7667062015421,83583.7475475933,1420.4033706516227,141.5907285978373,19.158867982705033,0.7616522534134801,3.3722682740020913,3.0936225397967023,7.128850531836359,0.347575154827234,0.2557417313383002,0.9905035893522898,0.9317923250678817,-0.31242187273249955,0.96742040581705,0.25822086922705245,12.925856574592002,0.00649610996995168,7.5663442798291625,0.9008628035062002,0.018262095314402434,25.851713149184015,5.329395729859099,40.18739914513557,6.4654062110741,82.49473684210527,0.21709141274238228,1.825623268698061,19.147368421052633,48.880740997229914,201.92368421052632,10.66842105263158,1831.7605263157895,0.2028825024736255,0.021176518666557433,0.2440017379758921,77.95583721580736,0.0059691070536100265,17.502879019934362,0.04982390878299027,50.24412508793822,205.05231686865685,1.290292681011156,252.33251751090805,0.02701580659905647,0.021309470037452722,4.879957096774498,306.4460991099208,0.8701858428489037,0.9240890688259111,0.11184328058953211,0.9458249249050563,195.88702657437324,0.020265268460028355,4.821428571428571,0.043048469387755105,82.9010682397959,296.00892857142856,23.625,4172.1875,0.4017509267922342,0.02366667023724563,26.571428571428573,0.2372448979591837,0.49589508046039743,210.58225700664033,0.013194774135001622,6.202226015710994,0.29473684210526313,12.113520408163264,0.07965026036742669,0.03527383677916654,1035.803974748903,0.13819389467409976,27.07259410271307,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797_123_327_146_raw.npy,-55.79999999999956,87246179.0,5.326566626425421,461.0,2.1259208046789304,166.0,237.58922558922558,-463.2962962962963,-508.0,-976.0,1142.0,181.71475368975769,541.994629540901,0.38321084410771433,87246179.0,0.0279449942749606,79114.72028931289,661.6364669002947,416060.79383818025,1878.1249401628193,454.7701899862993,65.78278755108805,0.748347531804974,6.479026702391926,3.9077229352718357,20.72231736754884,0.22944691505186,0.1376119316450201,0.972428445434013,0.8857607486388913,-0.4474647706158309,0.9957020671247379,0.1517763598123823,23.750788567284797,0.003587887969059842,8.280767721321231,0.8246444412927819,0.010028905557171284,47.5015771345696,6.036933054406967,130.1382443843469,6.366526097810753,107.57912457912458,0.3622192746771871,0.8108242923057737,8.2996632996633,126.82399755127028,609.4915824915824,4.104377104377105,2132.4545454545455,0.03113311700035802,0.010456451091138273,0.5420529367751591,344.51465955854843,0.0072613839002765935,8.023446693645372,0.027887375697224933,126.60886040870633,612.296130977998,1.1009083308158412,664.1730611288185,0.011296128162072233,0.010574558924158964,5.442220760535355,270.54254594487816,0.9397692196915448,0.9686609686609687,0.03401810258172813,0.9763002629094066,599.5843568321599,0.010421664846670028,5.416666666666667,0.028211805555555556,118.52430555555554,639.8854166666666,3.4635416666666665,1827.4427083333333,0.02872974946718981,0.012365213217695665,94.33333333333333,0.4913194444444444,0.7243991889290436,464.1222454368032,0.010411636790321916,6.1117067069774516,0.6464646464646465,1.0707194010416665,0.04335407109275225,0.036969346160660714,2692.5607316601104,0.3906826237836192,29.933625864615415,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797_174_350_125_raw.npy,-366.4,68718953.0,4.496702016291002,271.0,2.28213224514129,-192.0,141.08777439941193,-607.8323699421966,-633.0,-834.0,642.0,107.39229580691566,630.2534264110669,0.5212561397351044,68718953.0,0.04921647900030071,27759.191553342916,152.1338077444609,54927.192645649826,828.8429937633408,162.55243651646043,26.029263830221723,0.724687576776611,4.014225890060372,3.3125618584926424,9.060990167308734,0.3208179023071348,0.22884168493264914,0.9675026795523097,0.8790107558598623,-0.43048178323788455,0.9895508706495592,0.22132038245148702,10.857595616537546,0.008742337527653094,7.109008182890124,0.838759424557141,0.027231311057925683,21.715191233075096,5.174893617562881,47.145425086670556,5.9704809387147995,36.75722543352601,0.21246951117645094,2.0946239433325538,8.514450867052023,44.25039259581008,148.21965317919074,9.38150289017341,863.8843930635838,2.002114728561521,0.08137031893529517,0.34586534806600866,67.66625457119264,0.007275424789971349,7.8941650289789616,0.04880195172168626,43.67268573650718,151.5993985724135,1.241611933650653,173.62164530026513,0.11802880365443308,0.07440799219510398,4.7194223037894005,143.45763034314615,0.8853053578974145,0.9346376167185414,0.0917093319847503,0.9527283936310992,146.2821205797106,0.06607227446161927,3.611111111111111,0.05015432098765432,35.323302469135804,199.30555555555554,12.180555555555555,986.8333333333334,1.6827435498214909,0.030244363946843027,27.11111111111111,0.3765432098765432,0.6351188507810531,137.5028132283006,0.0058194217509172285,5.322431251322105,0.4161849710982659,6.4072145061728385,0.10327786005383148,0.060797502982468284,590.7095153324091,0.2680289021546794,17.52750469611049,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_205_457_184_raw.npy,-475.5,323226660.0,4.2921076786327825,203.25,2.233172292663059,-329.0,108.23376299116758,-659.4525139664804,-670.5,-885.0,556.0,82.1000660178982,671.8882962826218,0.33380508326367486,323226660.0,0.054609718797790335,16556.264504853156,143.00605734265545,19605.33405282787,120.07000451786706,95.09165780138724,10.898890031225957,0.7939399500191663,2.613034976538969,2.7785881209648786,3.684119401078536,0.3907009196331683,0.30288463925323333,0.9805694669885595,0.9032406756658122,-0.25139954575758494,0.9343964185047268,0.30913359382923133,11.040254594868644,0.006596798479959017,7.53905458741158,0.8239524111744742,0.018092565771703723,22.080509189737292,5.203913958707788,26.497636958153297,6.6052398387573215,133.15642458100558,0.1859726600293374,2.7899020005617805,39.100558659217874,26.702168705720798,129.54329608938548,14.72905027932961,1760.9790502793296,0.7933596413968735,0.033348540361439485,0.19141528365432664,23.983422214814958,0.005253391344523692,35.7277181397403,0.05512218887187828,26.17532971934468,130.15229507937985,1.373676662988854,173.25910389534144,0.052179665720340856,0.031993499562124376,4.699446166685197,547.1563090247869,0.8408361640952966,0.9055651052857757,0.14483649520075284,0.9323934462454564,121.11618510007598,0.029398343919307166,9.371794871794872,0.060075608152531226,23.689677843523995,129.4102564102564,63.58974358974359,6657.326923076923,2.980726859886676,0.028900040193287343,33.11538461538461,0.21227810650887574,0.4618922322003297,53.9565221417085,0.013256241404621841,6.114617225583787,0.21787709497206703,42.52399737015121,0.3407026113717609,0.021191710159109686,250.06409580173508,0.13307918969424434,3.778484434780592,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249_524_425_192_raw.npy,-604.0,1214400170.0,3.741932573650081,123.0,4.281020869919173,-341.0,79.85055315888165,-756.4203454894434,-788.0,-896.0,555.0,53.16176361567644,763.3646634505625,1.2893531678646477,1214400170.0,0.09461954899959846,10553.87033462152,61.95795660478703,16141.523463473472,595.860980254468,65.29048703257234,5.7655706359289365,0.8387828325455027,1.8143159361340624,2.4164235665979534,2.2666992177557534,0.4842418576110092,0.4184536853232279,0.989492736090035,0.9304017688949173,-0.2526219353867837,0.9145724872968997,0.3990464701162116,6.8586943773973355,0.015531156594973958,6.699890313991991,0.842326854547452,0.04138974431269303,13.717388754794673,4.760489274940995,17.764014417125317,6.634090040417304,254.38963531669864,0.12206796320379014,5.991214481231649,197.18714011516315,16.954567244815628,56.19721689059501,33.841650671785025,1229.256717850288,3.6434813146668983,0.08757251139836014,0.08360489853671503,7.874792481740717,0.0051961818920720085,156.90781947377312,0.09000069224346446,17.431287439496117,59.18437741697336,1.786054545862097,88.98031983203586,0.16697438573153744,0.08465318774913391,4.504417830433272,1307.2993153294155,0.7465334712436944,0.8354864904768936,0.33281074790832893,0.8857449372085969,53.96483383077845,0.07333419475834449,8.272727272727273,0.06267217630853994,27.179694674012858,125.21969696969697,2554.757575757576,56210.55303030303,221.1020763356366,0.08542733303076673,20.393939393939394,0.15449954086317721,0.380902620174566,55.005899240718925,0.013127568024770298,6.200258346894632,0.06333973128598848,2305.500459136823,1.1678653724922365,0.007720356228184373,198.14846592729526,0.04752431259429579,2.9211424230084697,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219_502_468_137_raw.npy,7.0,191766526.0,4.984577187453602,395.75,1.8309674026418448,56.0,197.78635051770948,-319.194847020934,-332.0,-788.0,844.0,157.955309320713,392.9394224228995,0.005305383012290999,191766526.0,0.033462468980217354,52516.03932932441,526.9608305843034,146395.27451046312,-667.2843859467648,273.935671173065,33.641290605128965,0.7790488809971567,4.5062100432376955,3.5818083077466025,12.534586479831562,0.3151096142698151,0.227289852055976,0.9745098468891926,0.8930978424671626,-0.22728299390870624,0.9395447470048975,0.20578045933299433,21.601602702877685,0.004412814560975157,8.691738034444024,0.8118003422835033,0.04083310315165253,43.20320540575536,5.820658046415725,76.89424044454852,6.967904468886445,269.6441223832528,0.21710476842451917,11.71624127102668,41.56038647342995,84.1458202058391,474.0652173913044,22.01610305958132,21553.799516908213,0.05932798134888484,0.010160642131981432,0.3585378727595153,125.20819572411978,0.0053868826767764525,36.68585507029238,0.03228086905262231,78.75878199715677,443.6926609378524,1.3370523768723452,725.7009554194553,0.012091009458829544,0.010687667816225313,5.332763647793393,983.9427953863736,0.8652820070251833,0.9150253932862629,0.1410261953860864,0.9437270044906984,401.52152454573303,0.01040313223367419,19.49721706864564,0.03617294446873032,57.78338226840745,343.9517625231911,25.82931354359926,24311.582560296847,0.07612381195488653,0.014394543800483392,203.0408163265306,0.37669910264662454,0.6344301408339986,209.4880197497585,0.010744679821695925,6.508611849308367,0.43397745571658614,20.519666392446673,0.16851644794648787,0.010936638146767288,1005.4253869079002,0.33045610444000134,4.563409050837176,0
